From	To	Distance	Type
Autoimmune Diseases	Carcinoma, Merkel Cell	3	inter
Autoimmune Diseases	Carcinoma, Nasopharyngeal	2	inter
Autoimmune Diseases	Carcinoma, Neuroendocrine	2	inter
Autoimmune Diseases	Carcinoma, Non-Small-Cell Lung	2	inter
Autoimmune Diseases	Carcinoma, Ovarian	3	inter
Autoimmune Diseases	Carcinoma, Pancreatic	1	inter
Autoimmune Diseases	Carcinoma, Pancreatic Ductal	2	inter
Autoimmune Diseases	Carcinoma, Renal Cell	2	inter
Autoimmune Diseases	Carcinoma, Signet Ring Cell	2	inter
Autoimmune Diseases	Carcinoma, Skin Appendage	2	inter
Autoimmune Diseases	Carcinoma, Squamous Cell	2	inter
Autoimmune Diseases	Carcinoma, Thyroid, Follicular	3	inter
Autoimmune Diseases	Carcinoma, Thyroid, Medullary	2	inter
Autoimmune Diseases	Carcinoma, Thyroid, Papillary	3	inter
Autoimmune Diseases	Cardiomegaly	2	inter
Autoimmune Diseases	Cardiomyopathy, Alcoholic	3	inter
Autoimmune Diseases	Cardiomyopathy, Dilated	2	inter
Autoimmune Diseases	Cardiomyopathy, Hypertrophic	2	inter
Autoimmune Diseases	Cardiotoxicity	3	inter
Autoimmune Diseases	Cardiovascular Diseases	3	inter
Autoimmune Diseases	Cataract	2	inter
Autoimmune Diseases	Cholangiocarcinoma	2	inter
Autoimmune Diseases	Cholesteatoma	2	inter
Autoimmune Diseases	Chondrosarcoma	3	inter
Autoimmune Diseases	Chordoma	3	inter
Autoimmune Diseases	Chorioamnionitis	3	inter
Autoimmune Diseases	Choriocarcinoma	2	inter
Autoimmune Diseases	Colitis	3	inter
Autoimmune Diseases	Colitis, Ulcerative	2	inter
Autoimmune Diseases	Colonic Neoplasms	3	inter
Autoimmune Diseases	Colorectal Adenocarcinoma	1	inter
Autoimmune Diseases	Colorectal Neoplasms	2	inter
Autoimmune Diseases	Constriction, Pathologic	2	inter
Autoimmune Diseases	Coronary Artery Disease	1	inter
Autoimmune Diseases	Creutzfeldt-Jakob Syndrome	2	inter
Autoimmune Diseases	Crohn Disease	2	inter
Autoimmune Diseases	Cutaneous Melanoma	3	inter
Autoimmune Diseases	Cystitis, Interstitial	3	inter
Autoimmune Diseases	Cytomegalovirus Retinitis	3	inter
Autoimmune Diseases	Demyelinating Diseases	2	inter
Autoimmune Diseases	Dermatitis, Atopic	2	intra
Autoimmune Diseases	Diabetes Mellitus	3	inter
Autoimmune Diseases	Diabetes Mellitus, Type 1	1	intra
Autoimmune Diseases	Diabetes Mellitus, Type 2	3	inter
Autoimmune Diseases	Diabetic Cardiomyopathies	3	inter
Autoimmune Diseases	Diabetic Nephropathies	2	inter
Autoimmune Diseases	Digestive System Neoplasms	2	inter
Autoimmune Diseases	Down Syndrome	2	inter
Autoimmune Diseases	Eclampsia	3	inter
Autoimmune Diseases	Endocrine Gland Neoplasms	3	inter
Autoimmune Diseases	Endometrial Neoplasms	2	inter
Autoimmune Diseases	Endometriosis	2	inter
Autoimmune Diseases	Endotoxemia	3	inter
Autoimmune Diseases	Eosinophilic Esophagitis	2	intra
Autoimmune Diseases	Ependymoma	2	inter
Autoimmune Diseases	Epilepsy, Temporal Lobe	2	inter
Autoimmune Diseases	Epstein-Barr Virus Infections	3	inter
Autoimmune Diseases	Esophageal Neoplasms	2	inter
Autoimmune Diseases	Esophagitis	3	inter
Autoimmune Diseases	Fatty Liver	3	inter
Autoimmune Diseases	Fibromatosis, Aggressive	3	inter
Autoimmune Diseases	Fibromyalgia	3	inter
Autoimmune Diseases	Follicular Atresia	3	inter
Autoimmune Diseases	Gastrointestinal Neoplasms	2	inter
Autoimmune Diseases	Gaucher Disease	2	inter
Autoimmune Diseases	Gerstmann-Straussler-Scheinker Disease	2	inter
Autoimmune Diseases	Glaucoma	3	inter
Autoimmune Diseases	Glioblastoma	3	inter
Autoimmune Diseases	Glioma	2	inter
Autoimmune Diseases	Glomerulonephritis	2	inter
Autoimmune Diseases	Graft Rejection	3	inter
Autoimmune Diseases	Graft vs Host Disease	2	intra
Autoimmune Diseases	HIV Infections	3	intra
Autoimmune Diseases	HIV-Associated Lipodystrophy Syndrome	3	intra
Autoimmune Diseases	Head and Neck Neoplasms	2	inter
Autoimmune Diseases	Heart Defects, Congenital	2	inter
Autoimmune Diseases	Heart Diseases	2	inter
Autoimmune Diseases	Heart Failure	2	inter
Autoimmune Diseases	Helicobacter pylori	2	inter
Autoimmune Diseases	Helplessness, Learned	3	inter
Autoimmune Diseases	Hemangioma, Cavernous, Central Nervous System	1	inter
Autoimmune Diseases	Hematologic Neoplasms	3	inter
Autoimmune Diseases	Hepatitis B	2	inter
Autoimmune Diseases	Hepatitis B, Chronic	3	inter
Autoimmune Diseases	Hepatitis C	2	inter
Autoimmune Diseases	Hepatitis C, Chronic	3	inter
Autoimmune Diseases	Hepatitis, Alcoholic	3	inter
Autoimmune Diseases	Hepatitis, Chronic	3	inter
Autoimmune Diseases	Hepatoblastoma	3	inter
Autoimmune Diseases	Hirschsprung Disease	3	inter
Autoimmune Diseases	Hodgkin Disease	3	inter
Autoimmune Diseases	Huntington Disease	2	inter
Autoimmune Diseases	Hyperglycemia	3	inter
Autoimmune Diseases	Hypertension, Pulmonary	2	inter
Autoimmune Diseases	Hypertrophy	2	inter
Autoimmune Diseases	Hypoxia-Ischemia, Brain	3	inter
Autoimmune Diseases	Idiopathic Pulmonary Fibrosis	3	inter
Autoimmune Diseases	Infection	2	inter
Autoimmune Diseases	Inferior Wall Myocardial Infarction	2	inter
Autoimmune Diseases	Infertility	2	inter
Autoimmune Diseases	Infertility, Male	2	inter
Autoimmune Diseases	Inflammation	2	inter
Autoimmune Diseases	Inflammatory Bowel Diseases	2	inter
Autoimmune Diseases	Intervertebral Disc Degeneration	3	inter
Autoimmune Diseases	Ischemia	2	inter
Autoimmune Diseases	Kidney Diseases	3	inter
Autoimmune Diseases	Kidney Failure, Chronic	2	inter
Autoimmune Diseases	Kidney Neoplasms	3	inter
Autoimmune Diseases	Laryngeal Neoplasms	3	inter
Autoimmune Diseases	Leukemia	1	inter
Autoimmune Diseases	Leukemia, B-Cell	2	inter
Autoimmune Diseases	Leukemia, Biphenotypic, Acute	3	inter
Autoimmune Diseases	Leukemia, Lymphocytic, Chronic, B-Cell	1	inter
Autoimmune Diseases	Leukemia, Lymphoid	3	inter
Autoimmune Diseases	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	2	inter
Autoimmune Diseases	Leukemia, Myeloid	4	inter
Autoimmune Diseases	Leukemia, Myeloid, Acute	2	inter
Autoimmune Diseases	Leukemia, Promyelocytic, Acute	2	inter
Autoimmune Diseases	Leukemia-Lymphoma, Adult T-Cell	3	inter
Autoimmune Diseases	Lichen Planus	2	inter
Autoimmune Diseases	Lichen Planus, Oral	2	inter
Autoimmune Diseases	Liver Cirrhosis	3	inter
Autoimmune Diseases	Liver Cirrhosis, Biliary	2	inter
Autoimmune Diseases	Liver Diseases	2	inter
Autoimmune Diseases	Liver Diseases, Alcoholic	2	inter
Autoimmune Diseases	Liver Failure	3	inter
Autoimmune Diseases	Liver Neoplasms	2	inter
Autoimmune Diseases	Lung Diseases, Interstitial	3	inter
Autoimmune Diseases	Lung Neoplasms	3	inter
Autoimmune Diseases	Lupus Erythematosus, Systemic	1	intra
Autoimmune Diseases	Lupus Nephritis	3	intra
Autoimmune Diseases	Lymphoma	1	inter
Autoimmune Diseases	Lymphoma, B-Cell	1	inter
Autoimmune Diseases	Lymphoma, Large B-Cell, Diffuse	2	inter
Autoimmune Diseases	Lymphoma, Mantle-Cell	2	inter
Autoimmune Diseases	Lymphoma, Non-Hodgkin	3	inter
Autoimmune Diseases	Lymphoma, Primary Effusion	2	inter
Autoimmune Diseases	Lymphoma, T-Cell	1	inter
Autoimmune Diseases	Macular Degeneration	2	inter
Autoimmune Diseases	Medulloblastoma	3	inter
Autoimmune Diseases	Melanoma	3	inter
Autoimmune Diseases	Meningioma	3	inter
Autoimmune Diseases	Mesothelioma	2	inter
Autoimmune Diseases	Mouth Neoplasms	3	inter
Autoimmune Diseases	Mucocutaneous Lymph Node Syndrome	2	inter
Autoimmune Diseases	Multiple Endocrine Neoplasia Type 1	2	inter
Autoimmune Diseases	Multiple Myeloma	3	inter
Autoimmune Diseases	Multiple Sclerosis	2	intra
Autoimmune Diseases	Muscular Atrophy	2	inter
Autoimmune Diseases	Muscular Atrophy, Spinal	2	inter
Autoimmune Diseases	Muscular Dystrophies	2	inter
Autoimmune Diseases	Muscular Dystrophy, Facioscapulohumeral	3	inter
Autoimmune Diseases	Musculoskeletal Abnormalities	2	inter
Autoimmune Diseases	Mycosis Fungoides	2	intra
Autoimmune Diseases	Myelodysplastic Syndromes	1	inter
Autoimmune Diseases	Myocardial Infarction	2	inter
Autoimmune Diseases	Myocardial Ischemia	3	inter
Autoimmune Diseases	Myocardial Reperfusion Injury	2	inter
Autoimmune Diseases	Myositis	2	inter
Autoimmune Diseases	Myotonic Dystrophy	2	inter
Autoimmune Diseases	Nasopharyngeal Neoplasms	2	inter
Autoimmune Diseases	Neoplasms	3	inter
Autoimmune Diseases	Nephrosclerosis	3	inter
Autoimmune Diseases	Nephrotic Syndrome	1	inter
Autoimmune Diseases	Nervous System Diseases	3	inter
Autoimmune Diseases	Neurilemmoma	3	inter
Autoimmune Diseases	Neuroblastoma	2	inter
Autoimmune Diseases	Neurodegenerative Diseases	4	inter
Autoimmune Diseases	Neuroma	2	inter
Autoimmune Diseases	Neurotoxicity Syndromes	3	inter
Autoimmune Diseases	Niemann-Pick Disease, Type C	2	inter
Autoimmune Diseases	Non-alcoholic Fatty Liver Disease	3	inter
Autoimmune Diseases	Obesity	2	inter
Autoimmune Diseases	Osteoarthritis	2	inter
Autoimmune Diseases	Osteoarthritis, Knee	3	inter
Autoimmune Diseases	Osteogenesis Imperfecta	2	inter
Autoimmune Diseases	Osteonecrosis	3	inter
Autoimmune Diseases	Osteoporosis	3	inter
Autoimmune Diseases	Osteosarcoma	2	inter
Autoimmune Diseases	Otitis Media	3	inter
Autoimmune Diseases	Ovarian Neoplasms	3	inter
Autoimmune Diseases	Pancreatic Neoplasms	3	inter
Autoimmune Diseases	Pancreatitis, Acute Necrotizing	3	inter
Autoimmune Diseases	Papillomaviridae	2	inter
Autoimmune Diseases	Parkinson Disease	3	inter
Autoimmune Diseases	Periodontal Diseases	2	inter
Autoimmune Diseases	Periodontitis	2	inter
Autoimmune Diseases	Peritonitis	2	inter
Autoimmune Diseases	Pheochromocytoma	2	inter
Autoimmune Diseases	Pituitary Neoplasms	2	inter
Autoimmune Diseases	Polycystic Ovary Syndrome	3	inter
Autoimmune Diseases	Polycythemia Vera	2	inter
Autoimmune Diseases	Pre-Eclampsia	3	inter
Autoimmune Diseases	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	3	inter
Autoimmune Diseases	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	2	inter
Autoimmune Diseases	Pregnancy, Ectopic	1	inter
Autoimmune Diseases	Prion Diseases	2	inter
Autoimmune Diseases	Prostatic Neoplasms	2	inter
Autoimmune Diseases	Psoriasis	2	inter
Autoimmune Diseases	Pulmonary Disease, Chronic Obstructive	3	inter
Autoimmune Diseases	Pulmonary Fibrosis	3	inter
Autoimmune Diseases	Rectal Neoplasms	3	inter
Autoimmune Diseases	Reperfusion Injury	2	inter
Autoimmune Diseases	Respiratory Distress Syndrome, Adult	3	inter
Autoimmune Diseases	Respiratory Syncytial Virus Infections	2	inter
Autoimmune Diseases	Retinal Degeneration	3	inter
Autoimmune Diseases	Retinal Neovascularization	3	inter
Autoimmune Diseases	Retinitis Pigmentosa	2	inter
Autoimmune Diseases	Retinoblastoma	2	inter
Autoimmune Diseases	Rhabdomyosarcoma	2	inter
Autoimmune Diseases	Rhinitis, Allergic	3	intra
Autoimmune Diseases	Rhinitis, Allergic, Perennial	3	intra
Autoimmune Diseases	Rhinitis, Vasomotor	2	inter
Autoimmune Diseases	Salivary Gland Neoplasms	2	inter
Autoimmune Diseases	Salmonella Infections	3	inter
Autoimmune Diseases	Sarcoma	3	inter
Autoimmune Diseases	Sarcoma, Ewing	3	inter
Autoimmune Diseases	Sarcoma, Kaposi	2	inter
Autoimmune Diseases	Sarcoma, Synovial	3	inter
Autoimmune Diseases	Schistosomiasis japonica	3	inter
Autoimmune Diseases	Schizophrenia	2	inter
Autoimmune Diseases	Scleroderma, Localized	3	inter
Autoimmune Diseases	Scleroderma, Systemic	1	inter
Autoimmune Diseases	Seizures	3	inter
Autoimmune Diseases	Seminoma	3	inter
Autoimmune Diseases	Sepsis	2	inter
Autoimmune Diseases	Sezary Syndrome	3	intra
Autoimmune Diseases	Shock, Hemorrhagic	3	inter
Autoimmune Diseases	Sjogren's Syndrome	2	intra
Autoimmune Diseases	Small Cell Lung Carcinoma	2	inter
Autoimmune Diseases	Solitary Fibrous Tumor, Pleural	3	inter
Autoimmune Diseases	Spinal Cord Injuries	1	inter
Autoimmune Diseases	Spinal Stenosis	3	inter
Autoimmune Diseases	Spondylitis, Ankylosing	3	inter
Autoimmune Diseases	Squamous Cell Carcinoma, Esophageal	2	inter
Autoimmune Diseases	Squamous Cell Carcinoma, Head and Neck	2	inter
Autoimmune Diseases	Stomach Neoplasms	2	inter
Autoimmune Diseases	Stroke	2	inter
Autoimmune Diseases	Subarachnoid Hemorrhage	2	inter
Autoimmune Diseases	Telangiectasia, Hereditary Hemorrhagic	3	inter
Autoimmune Diseases	Testicular Neoplasms	2	inter
Autoimmune Diseases	Thrombocythemia, Essential	2	inter
Autoimmune Diseases	Thyroid Carcinoma, Anaplastic	2	inter
Autoimmune Diseases	Thyroid Neoplasms	2	inter
Autoimmune Diseases	Thyroiditis, Autoimmune	3	intra
Autoimmune Diseases	Toxoplasmosis	2	inter
Autoimmune Diseases	Triple Negative Breast Neoplasms	2	inter
Autoimmune Diseases	Tuberculosis	2	inter
Autoimmune Diseases	Urinary Bladder Neoplasms	3	inter
Autoimmune Diseases	Uterine Cervical Neoplasms	2	inter
Autoimmune Diseases	Uveal Melanoma	3	inter
Autoimmune Diseases	Vitiligo	2	inter
Autoimmune Diseases	Waldenstrom Macroglobulinemia	2	intra
Azoospermia	Barrett Esophagus	1	inter
Azoospermia	Behcet Syndrome	3	inter
Azoospermia	Biliary Tract Neoplasms	2	inter
Azoospermia	Brain Ischemia	2	inter
Azoospermia	Breast Neoplasms	2	inter
Azoospermia	Bronchiolitis Obliterans	3	inter
Azoospermia	Burkitt Lymphoma	3	inter
Azoospermia	Burns	2	inter
Azoospermia	Carcinoma, Adenoid Cystic	3	inter
Azoospermia	Carcinoma, Basal Cell	3	inter
Azoospermia	Carcinoma, Colon	3	inter
Azoospermia	Carcinoma, Ductal	2	inter
Azoospermia	Carcinoma, Ehrlich Tumor	1	inter
Azoospermia	Carcinoma, Endometrioid	2	inter
Azoospermia	Carcinoma, Hepatocellular	3	inter
Azoospermia	Carcinoma, Merkel Cell	3	inter
Azoospermia	Carcinoma, Nasopharyngeal	3	inter
Azoospermia	Carcinoma, Neuroendocrine	2	inter
Azoospermia	Carcinoma, Non-Small-Cell Lung	2	inter
Azoospermia	Carcinoma, Ovarian	2	inter
Azoospermia	Carcinoma, Pancreatic	2	inter
Azoospermia	Carcinoma, Pancreatic Ductal	3	inter
Azoospermia	Carcinoma, Renal Cell	2	inter
Azoospermia	Carcinoma, Signet Ring Cell	4	inter
Azoospermia	Carcinoma, Skin Appendage	2	inter
Azoospermia	Carcinoma, Squamous Cell	2	inter
Azoospermia	Carcinoma, Thyroid, Follicular	3	inter
Azoospermia	Carcinoma, Thyroid, Medullary	2	inter
Azoospermia	Carcinoma, Thyroid, Papillary	1	inter
Azoospermia	Cardiomegaly	3	inter
Azoospermia	Cardiomyopathy, Alcoholic	2	inter
Azoospermia	Cardiomyopathy, Dilated	3	inter
Azoospermia	Cardiomyopathy, Hypertrophic	2	inter
Azoospermia	Cardiotoxicity	2	inter
Azoospermia	Cardiovascular Diseases	2	inter
Azoospermia	Cataract	3	inter
Azoospermia	Cholangiocarcinoma	1	inter
Azoospermia	Cholesteatoma	2	inter
Azoospermia	Chondrosarcoma	1	inter
Azoospermia	Chordoma	4	inter
Azoospermia	Chorioamnionitis	3	intra
Azoospermia	Choriocarcinoma	2	inter
Azoospermia	Colitis	1	inter
Azoospermia	Colitis, Ulcerative	2	inter
Azoospermia	Colonic Neoplasms	3	inter
Azoospermia	Colorectal Adenocarcinoma	2	inter
Azoospermia	Colorectal Neoplasms	2	inter
Azoospermia	Constriction, Pathologic	3	inter
Azoospermia	Coronary Artery Disease	2	inter
Azoospermia	Creutzfeldt-Jakob Syndrome	3	inter
Azoospermia	Crohn Disease	3	inter
Azoospermia	Cutaneous Melanoma	3	inter
Azoospermia	Cystitis, Interstitial	4	intra
Azoospermia	Cytomegalovirus Retinitis	3	inter
Azoospermia	Demyelinating Diseases	2	inter
Azoospermia	Dermatitis, Atopic	2	inter
Azoospermia	Diabetes Mellitus	3	inter
Azoospermia	Diabetes Mellitus, Type 1	3	inter
Azoospermia	Diabetes Mellitus, Type 2	2	inter
Azoospermia	Diabetic Cardiomyopathies	3	inter
Azoospermia	Diabetic Nephropathies	2	inter
Azoospermia	Digestive System Neoplasms	2	inter
Azoospermia	Down Syndrome	3	inter
Azoospermia	Eclampsia	2	intra
Azoospermia	Endocrine Gland Neoplasms	1	inter
Azoospermia	Endometrial Neoplasms	2	inter
Azoospermia	Endometriosis	2	intra
Azoospermia	Endotoxemia	2	inter
Azoospermia	Eosinophilic Esophagitis	2	inter
Azoospermia	Ependymoma	2	inter
Azoospermia	Epilepsy, Temporal Lobe	2	inter
Azoospermia	Epstein-Barr Virus Infections	2	inter
Azoospermia	Esophageal Neoplasms	2	inter
Azoospermia	Esophagitis	2	inter
Azoospermia	Fatty Liver	3	inter
Azoospermia	Fibromatosis, Aggressive	2	inter
Azoospermia	Fibromyalgia	3	inter
Azoospermia	Follicular Atresia	3	inter
Azoospermia	Gastrointestinal Neoplasms	1	inter
Azoospermia	Gaucher Disease	3	inter
Azoospermia	Gerstmann-Straussler-Scheinker Disease	3	inter
Azoospermia	Glaucoma	4	inter
Azoospermia	Glioblastoma	2	inter
Azoospermia	Glioma	2	inter
Azoospermia	Glomerulonephritis	3	intra
Azoospermia	Graft Rejection	3	inter
Azoospermia	Graft vs Host Disease	3	inter
Azoospermia	HIV Infections	3	inter
Azoospermia	HIV-Associated Lipodystrophy Syndrome	3	inter
Azoospermia	Head and Neck Neoplasms	2	inter
Azoospermia	Heart Defects, Congenital	3	inter
Azoospermia	Heart Diseases	3	inter
Azoospermia	Heart Failure	3	inter
Azoospermia	Helicobacter pylori	3	inter
Azoospermia	Helplessness, Learned	1	inter
Azoospermia	Hemangioma, Cavernous, Central Nervous System	3	inter
Azoospermia	Hematologic Neoplasms	3	inter
Azoospermia	Hepatitis B	2	inter
Azoospermia	Hepatitis B, Chronic	3	inter
Azoospermia	Hepatitis C	2	inter
Azoospermia	Hepatitis C, Chronic	3	inter
Azoospermia	Hepatitis, Alcoholic	2	inter
Azoospermia	Hepatitis, Chronic	2	inter
Azoospermia	Hepatoblastoma	2	inter
Azoospermia	Hirschsprung Disease	2	inter
Azoospermia	Hodgkin Disease	2	inter
Azoospermia	Huntington Disease	3	inter
Azoospermia	Hyperglycemia	3	inter
Azoospermia	Hypertension, Pulmonary	3	inter
Azoospermia	Hypertrophy	3	inter
Azoospermia	Hypoxia-Ischemia, Brain	2	inter
Azoospermia	Idiopathic Pulmonary Fibrosis	3	inter
Azoospermia	Infection	2	inter
Azoospermia	Inferior Wall Myocardial Infarction	3	inter
Azoospermia	Infertility	3	intra
Azoospermia	Infertility, Male	2	intra
Azoospermia	Inflammation	2	inter
Azoospermia	Inflammatory Bowel Diseases	3	inter
Azoospermia	Intervertebral Disc Degeneration	4	inter
Azoospermia	Ischemia	3	inter
Azoospermia	Kidney Diseases	3	intra
Azoospermia	Kidney Failure, Chronic	3	intra
Azoospermia	Kidney Neoplasms	3	inter
Azoospermia	Laryngeal Neoplasms	3	inter
Azoospermia	Leukemia	3	inter
Azoospermia	Leukemia, B-Cell	2	inter
Azoospermia	Leukemia, Biphenotypic, Acute	2	inter
Azoospermia	Leukemia, Lymphocytic, Chronic, B-Cell	2	inter
Azoospermia	Leukemia, Lymphoid	3	inter
Azoospermia	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	3	inter
Azoospermia	Leukemia, Myeloid	4	inter
Azoospermia	Leukemia, Myeloid, Acute	3	inter
Azoospermia	Leukemia, Promyelocytic, Acute	3	inter
Azoospermia	Leukemia-Lymphoma, Adult T-Cell	3	inter
Azoospermia	Lichen Planus	2	inter
Azoospermia	Lichen Planus, Oral	2	inter
Azoospermia	Liver Cirrhosis	2	inter
Azoospermia	Liver Cirrhosis, Biliary	3	inter
Azoospermia	Liver Diseases	3	inter
Azoospermia	Liver Diseases, Alcoholic	3	inter
Azoospermia	Liver Failure	2	inter
Azoospermia	Liver Neoplasms	2	inter
Azoospermia	Lung Diseases, Interstitial	3	inter
Azoospermia	Lung Neoplasms	2	inter
Azoospermia	Lupus Erythematosus, Systemic	2	inter
Azoospermia	Lupus Nephritis	3	inter
Azoospermia	Lymphoma	3	inter
Azoospermia	Lymphoma, B-Cell	2	inter
Azoospermia	Lymphoma, Large B-Cell, Diffuse	2	inter
Azoospermia	Lymphoma, Mantle-Cell	3	inter
Azoospermia	Lymphoma, Non-Hodgkin	3	inter
Azoospermia	Lymphoma, Primary Effusion	2	inter
Azoospermia	Lymphoma, T-Cell	2	inter
Azoospermia	Macular Degeneration	3	inter
Azoospermia	Medulloblastoma	2	inter
Azoospermia	Melanoma	3	inter
Azoospermia	Meningioma	3	inter
Azoospermia	Mesothelioma	2	inter
Azoospermia	Mouth Neoplasms	3	inter
Azoospermia	Mucocutaneous Lymph Node Syndrome	3	inter
Azoospermia	Multiple Endocrine Neoplasia Type 1	3	inter
Azoospermia	Multiple Myeloma	2	inter
Azoospermia	Multiple Sclerosis	3	inter
Azoospermia	Muscular Atrophy	3	inter
Azoospermia	Muscular Atrophy, Spinal	2	inter
Azoospermia	Muscular Dystrophies	3	inter
Azoospermia	Muscular Dystrophy, Facioscapulohumeral	3	inter
Azoospermia	Musculoskeletal Abnormalities	3	inter
Azoospermia	Mycosis Fungoides	2	inter
Azoospermia	Myelodysplastic Syndromes	2	inter
Azoospermia	Myocardial Infarction	2	inter
Azoospermia	Myocardial Ischemia	3	inter
Azoospermia	Myocardial Reperfusion Injury	2	inter
Azoospermia	Myositis	3	inter
Azoospermia	Myotonic Dystrophy	2	inter
Azoospermia	Nasopharyngeal Neoplasms	2	inter
Azoospermia	Neoplasms	2	inter
Azoospermia	Nephrosclerosis	1	intra
Azoospermia	Nephrotic Syndrome	3	intra
Azoospermia	Nervous System Diseases	1	inter
Azoospermia	Neurilemmoma	1	inter
Azoospermia	Neuroblastoma	1	inter
Azoospermia	Neurodegenerative Diseases	4	inter
Azoospermia	Neuroma	2	inter
Azoospermia	Neurotoxicity Syndromes	3	inter
Azoospermia	Niemann-Pick Disease, Type C	2	inter
Azoospermia	Non-alcoholic Fatty Liver Disease	2	inter
Azoospermia	Obesity	2	inter
Azoospermia	Osteoarthritis	3	inter
Azoospermia	Osteoarthritis, Knee	3	inter
Azoospermia	Osteogenesis Imperfecta	3	inter
Azoospermia	Osteonecrosis	3	inter
Azoospermia	Osteoporosis	4	inter
Azoospermia	Osteosarcoma	2	inter
Azoospermia	Otitis Media	2	inter
Azoospermia	Ovarian Neoplasms	3	inter
